review_id,review_text,reviewer_type,reviewer_name,business_unit,product_or_service,rating,location,city,state,country,timestamp,date,platform,device_type,sentiment_label,purchase_type,customer_tier,response_time,resolved,language,transaction_amount,tags
f5e40835-75d2-4f46-88a0-26d11ffe4970,I absolutely love the Restaurant Partner. The app tracking is fantastic and highly recommended!,Guest,John D.,Food Delivery,Restaurant Partner,4,"London, ENG, UK",London,ENG,UK,2026-04-07T12:59:49.703082,2026-04-07,Email,Tablet,Positive,Renewal,VIP,35,True,en,32.01,food delivery;positive
15792c2b-9fc3-421c-8f5b-a4b56d86f419,Outstanding coverage! I've been using the Fiber Internet for months and couldn't be happier.,Anonymous,Diana P.,Telecom,Fiber Internet,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-07-06T00:49:49.703082,2025-07-06,Email,Mobile,Positive,Subscription,Premium,39,True,en,4871.05,telecom;positive
531c65c9-3453-431b-a224-8d28a622801b,Outstanding data export! I've been using the Billing System for months and couldn't be happier.,Verified Buyer,Diana P.,SaaS,Billing System,4,"San Francisco, CA, USA",San Francisco,CA,USA,2025-07-19T20:21:49.703082,2025-07-19,iOS App,Desktop,Positive,Subscription,Premium,47,True,en,1231.34,saas;positive
a9a90a43-03b4-42f1-a3e6-7ebd7fefd6a9,I absolutely love the Late Night Menu. The food temperature is fantastic and highly recommended!,Anonymous,Bob M.,Food Delivery,Late Night Menu,5,"Toronto, ON, Canada",Toronto,ON,Canada,2026-01-23T15:04:49.703082,2026-01-23,Android App,Mobile,Positive,Subscription,Enterprise,13,True,en,4402.64,food delivery;positive
15199abb-be30-49a1-9b0f-db2538d0fabf,The Fiber Internet is buggy. The connection speed never works right. I want a refund.,Anonymous,Bob M.,Telecom,Fiber Internet,1,"San Francisco, CA, USA",San Francisco,CA,USA,2025-07-28T09:54:49.703082,2025-07-28,Web,Desktop,Negative,Renewal,Premium,47,True,en,3563.36,telecom;negative
cd1d7ecb-eee5-4e63-b64f-a736ddcd0558,I absolutely love the Electronics. The shipping speed is fantastic and highly recommended!,Guest,Frank T.,E-commerce,Electronics,5,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-08-04T22:01:49.703082,2025-08-04,Email,Desktop,Positive,Subscription,Standard,25,False,en,1785.08,e-commerce;positive
225d1649-c92f-4b65-a2e3-221a9d7331aa,Great experience with Electronics. The return policy made it totally worth it.,Verified Buyer,Alice S.,E-commerce,Electronics,5,"Austin, TX, USA",Austin,TX,USA,2026-04-03T14:05:49.703082,2026-04-03,Android App,Tablet,Positive,Upgrade,VIP,12,False,en,751.85,e-commerce;positive
544b3196-936e-4f61-bc60-c59132dea235,Great experience with Home Goods. The shipping speed made it totally worth it.,Subscriber,John D.,E-commerce,Home Goods,5,"New York, NY, USA",New York,NY,USA,2026-01-10T05:07:49.703082,2026-01-10,iOS App,Mobile,Positive,One-time,Standard,29,True,en,2604.55,e-commerce;positive
b8926c7c-602c-45c5-9713-d9ccabe97647,Outstanding packaging! I've been using the Electronics for months and couldn't be happier.,Guest,Alice S.,E-commerce,Electronics,4,"New York, NY, USA",New York,NY,USA,2026-05-09T12:02:49.703082,2026-05-09,In-Store Kiosk,Tablet,Positive,Renewal,VIP,36,False,en,4256.04,e-commerce;positive
0e8894f9-f15b-4710-9546-ff678c16f30f,"Wow, I just love waiting 45 minutes for the Shipping & Delivery. Amazing packaging!",Verified Buyer,Frank T.,E-commerce,Shipping & Delivery,2,"London, ENG, UK",London,ENG,UK,2025-08-10T20:53:49.703082,2025-08-10,In-Store Kiosk,Tablet,Sarcastic,Renewal,Premium,29,True,en,1584.3,e-commerce;sarcastic
14445d51-d543-46da-bc3b-0669dfdde0bc,"Decent Electronics, however the checkout process is extremely slow.",Subscriber,Grace H.,E-commerce,Electronics,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-05-15T07:37:49.703082,2026-05-15,Email,Desktop,Mixed,Subscription,Enterprise,27,False,en,2390.89,e-commerce;mixed
c08490ec-c229-4e70-8938-a66f6c98522a,The API Access is buggy. The data export never works right. I want a refund.,Guest,Frank T.,SaaS,API Access,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-04-03T01:28:49.703082,2026-04-03,Web,Desktop,Negative,Renewal,Standard,21,False,en,4725.22,saas;negative
a61373d9-84ff-425d-8918-f5da8c1c1a68,Outstanding delivery driver! I've been using the Grocery Delivery for months and couldn't be happier.,Verified Buyer,Alice S.,Food Delivery,Grocery Delivery,4,"London, ENG, UK",London,ENG,UK,2026-03-11T14:14:49.703082,2026-03-11,Web,Mobile,Positive,Upgrade,Premium,27,True,en,1986.42,food delivery;positive
2c5e4f72-8e20-47da-ad1a-3238e5e52a46,"Five stars. The Late Night Menu exceeded my expectations, especially the food temperature.",Verified Buyer,Diana P.,Food Delivery,Late Night Menu,4,"New York, NY, USA",New York,NY,USA,2025-10-20T00:12:49.703082,2025-10-20,Web,Desktop,Positive,Upgrade,VIP,37,False,en,1711.01,food delivery;positive
0fe30879-5a0d-4f68-b6e5-3a2505689185,"Five stars. The Analytics Module exceeded my expectations, especially the uptime.",Anonymous,John D.,SaaS,Analytics Module,4,"Toronto, ON, Canada",Toronto,ON,Canada,2026-04-18T18:42:49.703082,2026-04-18,Android App,Tablet,Positive,Upgrade,Enterprise,10,False,en,4351.22,saas;positive
43fea620-911b-482e-8cbc-afbedc7bd1f3,I had a horrible experience with the Shipping & Delivery. The packaging broke immediately.,Anonymous,Diana P.,E-commerce,Shipping & Delivery,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-07-29T04:30:49.703082,2025-07-29,iOS App,Tablet,Negative,Renewal,VIP,25,False,en,222.99,e-commerce;negative
1793a713-4e36-44ea-abaa-dc6d14ea1104,I absolutely love the Home Goods. The packaging is fantastic and highly recommended!,Verified Buyer,Bob M.,E-commerce,Home Goods,5,"New York, NY, USA",New York,NY,USA,2026-04-21T16:26:49.703082,2026-04-21,Android App,Tablet,Positive,Renewal,Standard,10,False,en,1040.75,e-commerce;positive
a49a8d55-8383-4efd-b5e1-732f319ee468,I had a horrible experience with the Mobile App. The customer service broke immediately.,Subscriber,Frank T.,Banking,Mobile App,2,"London, ENG, UK",London,ENG,UK,2026-01-16T05:39:49.703082,2026-01-16,Email,Tablet,Negative,Subscription,VIP,14,False,en,3769.98,banking;negative
446c551d-d809-43df-b0ed-be18ff6c95e1,"Five stars. The Fiber Internet exceeded my expectations, especially the connection speed.",Anonymous,Alice S.,Telecom,Fiber Internet,5,"Toronto, ON, Canada",Toronto,ON,Canada,2025-05-28T03:10:49.703082,2025-05-28,In-Store Kiosk,Desktop,Positive,Renewal,Enterprise,4,False,en,3596.74,telecom;positive
ff63dc25-c7cd-4df9-bd97-e7f20cfb5899,"Five stars. The Late Night Menu exceeded my expectations, especially the app tracking.",Guest,Eve K.,Food Delivery,Late Night Menu,5,"Toronto, ON, Canada",Toronto,ON,Canada,2025-06-11T11:57:49.703082,2025-06-11,Android App,Tablet,Positive,One-time,Enterprise,8,False,en,792.33,food delivery;positive
8e8b9156-8e4b-4cee-b951-06afe31d620d,I had a horrible experience with the Credit Card. The fraud detection broke immediately.,Guest,Grace H.,Banking,Credit Card,2,"New York, NY, USA",New York,NY,USA,2026-03-13T17:35:49.703082,2026-03-13,Email,Tablet,Negative,Renewal,Enterprise,4,True,en,2205.65,banking;negative
9207e000-a6c7-4a3b-a48b-837d2679a783,I absolutely love the CRM Dashboard. The uptime is fantastic and highly recommended!,Verified Buyer,Alice S.,SaaS,CRM Dashboard,5,"San Francisco, CA, USA",San Francisco,CA,USA,2026-02-24T07:21:49.703082,2026-02-24,In-Store Kiosk,Desktop,Positive,Upgrade,Enterprise,13,True,en,2536.66,saas;positive
03d566ef-eaae-4b2b-96fb-73bf9468be6f,I absolutely love the Subscription Pass. The food temperature is fantastic and highly recommended!,Guest,Diana P.,Food Delivery,Subscription Pass,5,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-03-27T21:28:49.703082,2026-03-27,In-Store Kiosk,Mobile,Positive,Upgrade,Premium,12,False,en,429.44,food delivery;positive
a26e398d-79bc-4afd-9a5c-79b3f709b1f2,Terrible shipping speed. The Home Goods is a complete waste of money.,Anonymous,Bob M.,E-commerce,Home Goods,2,"London, ENG, UK",London,ENG,UK,2025-11-30T13:34:49.703082,2025-11-30,iOS App,Tablet,Negative,One-time,VIP,18,True,en,3693.18,e-commerce;negative
0a64da15-7cbe-44b5-9857-b3ba9f7cb20a,The Subscription Pass is buggy. The delivery driver never works right. I want a refund.,Guest,Frank T.,Food Delivery,Subscription Pass,1,"London, ENG, UK",London,ENG,UK,2025-06-26T22:09:49.703082,2025-06-26,In-Store Kiosk,Mobile,Negative,Upgrade,Enterprise,22,False,en,3522.48,food delivery;negative
09064b63-26c9-4d7d-9237-cb94a15ff607,Outstanding return policy! I've been using the Home Goods for months and couldn't be happier.,Anonymous,Alice S.,E-commerce,Home Goods,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-04-20T10:28:49.703082,2026-04-20,Android App,Tablet,Positive,Subscription,Standard,47,True,en,4887.23,e-commerce;positive
5082fdc7-56d2-4e87-a35a-9d934c785c5d,Great experience with Late Night Menu. The menu variety made it totally worth it.,Guest,Bob M.,Food Delivery,Late Night Menu,4,"Toronto, ON, Canada",Toronto,ON,Canada,2025-12-24T06:39:49.703082,2025-12-24,Email,Desktop,Positive,Subscription,Enterprise,28,False,en,398.02,food delivery;positive
cb3e9dd1-a3bc-4100-a766-d95980db71e8,Great experience with Late Night Menu. The delivery driver made it totally worth it.,Verified Buyer,Grace H.,Food Delivery,Late Night Menu,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-07-15T07:34:49.703082,2025-07-15,Android App,Mobile,Positive,Upgrade,VIP,48,True,en,3511.97,food delivery;positive
b71f629a-3836-444f-bb00-90b5cf89383f,The Subscription Pass is buggy. The delivery driver never works right. I want a refund.,Subscriber,John D.,Food Delivery,Subscription Pass,2,"New York, NY, USA",New York,NY,USA,2025-12-17T07:05:49.703082,2025-12-17,iOS App,Tablet,Negative,Renewal,Premium,42,False,en,726.96,food delivery;negative
3a3ef468-1330-4584-984f-cb5593a2dc61,Outstanding packaging! I've been using the Apparel for months and couldn't be happier.,Guest,Grace H.,E-commerce,Apparel,5,"Austin, TX, USA",Austin,TX,USA,2026-01-19T05:33:49.703082,2026-01-19,Android App,Tablet,Positive,Subscription,Standard,14,True,en,3917.55,e-commerce;positive
ff239600-d288-415c-9153-dc215c6907b4,"Five stars. The Late Night Menu exceeded my expectations, especially the delivery driver.",Subscriber,John D.,Food Delivery,Late Night Menu,4,"New York, NY, USA",New York,NY,USA,2025-08-31T17:01:49.703082,2025-08-31,Web,Desktop,Positive,Upgrade,Standard,47,False,en,2346.72,food delivery;positive
fd0d8a7c-d408-4741-8237-f9ccb7f3e15b,"The Device Upgrade is okay. The billing is good, but the other features are lacking.",Verified Buyer,Eve K.,Telecom,Device Upgrade,4,"Toronto, ON, Canada",Toronto,ON,Canada,2025-12-09T22:35:49.703082,2025-12-09,Email,Tablet,Mixed,Upgrade,VIP,21,True,en,2450.54,telecom;mixed
7c463da1-8758-4634-b9d0-3920d384b4d2,"Oh brilliant, another update that breaks the Electronics. Masterful checkout process work.",Guest,Bob M.,E-commerce,Electronics,1,"San Francisco, CA, USA",San Francisco,CA,USA,2025-08-19T07:34:49.703082,2025-08-19,Android App,Desktop,Sarcastic,One-time,Standard,40,True,en,748.42,e-commerce;sarcastic
8817d77e-0bec-4cce-95cb-bdadc0a76036,"Five stars. The Late Night Menu exceeded my expectations, especially the app tracking.",Guest,Diana P.,Food Delivery,Late Night Menu,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-04-22T06:11:49.703082,2026-04-22,iOS App,Tablet,Positive,Renewal,VIP,46,False,en,1883.96,food delivery;positive
08cfeaa4-bd0b-4576-a404-c55043501daf,Great experience with API Access. The UI/UX made it totally worth it.,Verified Buyer,Grace H.,SaaS,API Access,5,"London, ENG, UK",London,ENG,UK,2025-07-09T18:39:49.703082,2025-07-09,Web,Tablet,Positive,Renewal,Premium,37,False,en,657.55,saas;positive
a9c2968e-80e6-4d2d-a264-a1913c406921,"Wow, I just love waiting 45 minutes for the Mortgage. Amazing fraud detection!",Anonymous,John D.,Banking,Mortgage,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-07-03T13:00:49.703082,2025-07-03,Email,Mobile,Sarcastic,One-time,Premium,6,True,en,3021.33,banking;sarcastic
13804ece-cb05-40e8-af2c-27b62a2abf80,I had a horrible experience with the Fiber Internet. The connection speed broke immediately.,Subscriber,Eve K.,Telecom,Fiber Internet,2,"Toronto, ON, Canada",Toronto,ON,Canada,2026-04-11T02:10:49.703082,2026-04-11,iOS App,Mobile,Negative,Subscription,Standard,1,True,en,762.23,telecom;negative
f4313775-f4e7-4317-9ef8-1f910301a8f9,Very disappointed in the CRM Dashboard. uptime is unacceptable. Fix this ASAP!,Anonymous,Alice S.,SaaS,CRM Dashboard,2,"Austin, TX, USA",Austin,TX,USA,2025-10-25T06:59:49.703082,2025-10-25,Email,Desktop,Negative,One-time,Enterprise,17,True,en,4054.33,saas;negative
6301338b-1839-480c-822a-43d05aa64544,"Oh brilliant, another update that breaks the Subscription Pass. Masterful food temperature work.",Anonymous,Eve K.,Food Delivery,Subscription Pass,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-01-26T06:42:49.703082,2026-01-26,Email,Desktop,Sarcastic,Renewal,Premium,47,False,en,2415.77,food delivery;sarcastic
60cc3e0d-6476-424e-8564-593c4dbf7dbd,I had a horrible experience with the Shipping & Delivery. The shipping speed broke immediately.,Anonymous,Diana P.,E-commerce,Shipping & Delivery,1,"Austin, TX, USA",Austin,TX,USA,2026-04-14T00:37:49.703082,2026-04-14,Email,Desktop,Negative,Renewal,Standard,5,False,en,1166.05,e-commerce;negative
ef64bfdc-8fe3-4070-88a5-20cd49123c97,Outstanding checkout process! I've been using the Electronics for months and couldn't be happier.,Verified Buyer,Eve K.,E-commerce,Electronics,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-03-31T19:19:49.703082,2026-03-31,Android App,Mobile,Positive,Upgrade,VIP,23,False,en,3191.71,e-commerce;positive
f21d3c5f-143f-45f2-a40c-b33040a7d338,"Sure, charge me double for the Home Goods. Best packaging ever. Not.",Guest,Diana P.,E-commerce,Home Goods,1,"Austin, TX, USA",Austin,TX,USA,2026-05-13T19:04:49.703082,2026-05-13,Email,Mobile,Sarcastic,One-time,Enterprise,31,False,en,1369.78,e-commerce;sarcastic
6478575a-dbb6-4fb6-ba0a-3a98d0a25a83,"Decent Mobile App, however the app interface is extremely slow.",Subscriber,Eve K.,Banking,Mobile App,4,"New York, NY, USA",New York,NY,USA,2025-10-09T18:37:49.703082,2025-10-09,In-Store Kiosk,Desktop,Mixed,Subscription,Enterprise,29,True,en,1968.08,banking;mixed
acf1f71b-2d34-44d6-8062-fdfd8b7deaf6,I absolutely love the Home Goods. The packaging is fantastic and highly recommended!,Subscriber,Bob M.,E-commerce,Home Goods,5,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-03-21T22:40:49.703082,2026-03-21,Email,Mobile,Positive,One-time,Standard,35,False,en,311.93,e-commerce;positive
32fb24e3-145d-406f-8812-42a4a404cd5f,"While the uptime of the CRM Dashboard is decent, the overall experience was frustrating.",Subscriber,John D.,SaaS,CRM Dashboard,3,"London, ENG, UK",London,ENG,UK,2025-12-20T01:52:49.703082,2025-12-20,iOS App,Tablet,Mixed,Subscription,Enterprise,17,True,en,3327.22,saas;mixed
149470c5-5327-49ac-8598-3cfd0320647d,"Oh brilliant, another update that breaks the Restaurant Partner. Masterful delivery driver work.",Subscriber,Eve K.,Food Delivery,Restaurant Partner,2,"San Francisco, CA, USA",San Francisco,CA,USA,2026-04-20T08:53:49.703082,2026-04-20,iOS App,Mobile,Sarcastic,Upgrade,Standard,36,True,en,4052.7,food delivery;sarcastic
5d0bb741-a17f-4520-959b-4ea19c0595b9,I absolutely love the Late Night Menu. The app tracking is fantastic and highly recommended!,Subscriber,John D.,Food Delivery,Late Night Menu,5,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-07-04T07:01:49.703082,2025-07-04,Web,Mobile,Positive,One-time,Standard,5,False,en,4780.29,food delivery;positive
4cb6c098-ca4a-4af0-abe7-8b69bd33bc03,"Decent Fiber Internet, however the coverage is extremely slow.",Guest,Frank T.,Telecom,Fiber Internet,4,"Austin, TX, USA",Austin,TX,USA,2026-05-13T10:57:49.703082,2026-05-13,In-Store Kiosk,Tablet,Mixed,Subscription,VIP,8,False,en,1818.84,telecom;mixed
f9ec94ea-782c-49a2-a256-483a59b4059f,Terrible menu variety. The Subscription Pass is a complete waste of money.,Guest,Eve K.,Food Delivery,Subscription Pass,1,"San Francisco, CA, USA",San Francisco,CA,USA,2026-02-09T02:44:49.703082,2026-02-09,Email,Mobile,Negative,Upgrade,Standard,45,False,en,593.05,food delivery;negative
a993c13c-b5ce-4f20-b524-1c5583840aa9,Great experience with Grocery Delivery. The app tracking made it totally worth it.,Subscriber,John D.,Food Delivery,Grocery Delivery,5,"New York, NY, USA",New York,NY,USA,2025-08-19T02:45:49.703082,2025-08-19,Web,Desktop,Positive,Subscription,VIP,34,True,en,2692.26,food delivery;positive
42dac727-9e0e-4626-aeeb-9c1dad5eb73a,Terrible fraud detection. The Checking Account is a complete waste of money.,Guest,John D.,Banking,Checking Account,1,"San Francisco, CA, USA",San Francisco,CA,USA,2025-06-24T12:44:49.703082,2025-06-24,Email,Desktop,Negative,Upgrade,Enterprise,39,True,en,3073.95,banking;negative
636c3498-c1b6-4bcb-8997-a1f5bb7786bf,Great experience with Fiber Internet. The coverage made it totally worth it.,Guest,Eve K.,Telecom,Fiber Internet,5,"Austin, TX, USA",Austin,TX,USA,2026-02-18T09:08:49.703082,2026-02-18,Android App,Mobile,Positive,Subscription,Enterprise,28,False,en,1208.28,telecom;positive
e1f5577d-e077-437b-b952-e71df5e0d86f,Very disappointed in the Electronics. checkout process is unacceptable. Fix this ASAP!,Guest,John D.,E-commerce,Electronics,1,"Toronto, ON, Canada",Toronto,ON,Canada,2025-08-12T05:34:49.703082,2025-08-12,iOS App,Mobile,Negative,One-time,Enterprise,22,True,en,3689.01,e-commerce;negative
6c83c0e5-e6ef-4191-a34e-eeb513ce94c0,Very disappointed in the Fiber Internet. router setup is unacceptable. Fix this ASAP!,Subscriber,John D.,Telecom,Fiber Internet,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-10-09T11:28:49.703082,2025-10-09,Android App,Mobile,Negative,Renewal,VIP,42,True,en,2798.62,telecom;negative
c991d9e6-ddbc-4abf-8813-0db5ea892318,"Five stars. The Personal Loan exceeded my expectations, especially the app interface.",Anonymous,Bob M.,Banking,Personal Loan,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-03-24T03:05:49.703082,2026-03-24,In-Store Kiosk,Tablet,Positive,One-time,Premium,14,True,en,4810.75,banking;positive
cf008406-7cd0-4cb8-b1bb-67e31240225f,Non senseLate Night Menu and the stupid delivery driver. I hate this company.,Anonymous,Frank T.,Food Delivery,Late Night Menu,2,"Toronto, ON, Canada",Toronto,ON,Canada,2025-07-30T09:05:49.703082,2025-07-30,Email,Tablet,Toxic,Renewal,VIP,3,True,en,1958.14,food delivery;toxic
0088a9fe-0cf8-419f-8f89-c20b5cb1da5c,Terrible router setup. The Device Upgrade is a complete waste of money.,Subscriber,Diana P.,Telecom,Device Upgrade,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-01-17T01:56:49.703082,2026-01-17,iOS App,Tablet,Negative,One-time,Premium,8,False,en,2689.7,telecom;negative
cf649ee8-3a4d-472e-be82-3855f13addac,Outstanding fraud detection! I've been using the Checking Account for months and couldn't be happier.,Verified Buyer,Charlie R.,Banking,Checking Account,5,"London, ENG, UK",London,ENG,UK,2026-02-10T20:58:49.703082,2026-02-10,Email,Tablet,Positive,One-time,VIP,42,True,en,4916.62,banking;positive
3d303bb7-1848-425f-bffe-6633e4cf9cfd,Outstanding uptime! I've been using the Analytics Module for months and couldn't be happier.,Subscriber,John D.,SaaS,Analytics Module,5,"Austin, TX, USA",Austin,TX,USA,2025-07-22T06:29:49.703082,2025-07-22,iOS App,Mobile,Positive,Subscription,Enterprise,16,False,en,3260.04,saas;positive
58ea61fb-27a4-4c7a-ae76-3fdadbc4a13b,"Wow, I just love waiting 45 minutes for the Customer Support. Amazing router setup!",Guest,Eve K.,Telecom,Customer Support,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-06-01T13:23:49.703082,2025-06-01,Android App,Tablet,Sarcastic,Renewal,VIP,24,False,en,2882.85,telecom;sarcastic
7142ba92-1d47-402c-8434-c0ee302f0633,Very disappointed in the Personal Loan. app interface is unacceptable. Fix this ASAP!,Subscriber,Diana P.,Banking,Personal Loan,1,"San Francisco, CA, USA",San Francisco,CA,USA,2025-11-14T08:16:49.703082,2025-11-14,In-Store Kiosk,Desktop,Negative,One-time,Premium,39,True,en,4604.31,banking;negative
33199885-5352-4450-9b5f-b72bccf4227a,"While the return policy of the Apparel is decent, the overall experience was frustrating.",Verified Buyer,Eve K.,E-commerce,Apparel,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-04-20T17:07:49.703082,2026-04-20,Android App,Mobile,Mixed,Upgrade,Standard,48,False,en,833.18,e-commerce;mixed
6b6d406f-030c-4793-82cb-0819b93a8e05,Worst Credit Card ever. You people are scammers with your trash interest rate.,Verified Buyer,Frank T.,Banking,Credit Card,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-02-21T11:15:49.703082,2026-02-21,Email,Mobile,Toxic,Subscription,Standard,44,True,en,1255.37,banking;toxic
ef3579b4-8b1b-4ce1-870c-169fdd7b00d6,Terrible API documentation. The Analytics Module is a complete waste of money.,Verified Buyer,Alice S.,SaaS,Analytics Module,2,"Toronto, ON, Canada",Toronto,ON,Canada,2026-01-08T21:04:49.703082,2026-01-08,In-Store Kiosk,Desktop,Negative,Upgrade,Premium,20,False,en,1932.17,saas;negative
aa29b911-48a8-4a51-a2a3-ff3823052acb,The Home Goods is buggy. The shipping speed never works right. I want a refund.,Guest,Charlie R.,E-commerce,Home Goods,2,"London, ENG, UK",London,ENG,UK,2025-09-03T05:04:49.703082,2025-09-03,iOS App,Mobile,Negative,One-time,Enterprise,24,True,en,2731.48,e-commerce;negative
0325e383-82c5-4378-959a-de3f226178fe,Great experience with Device Upgrade. The connection speed made it totally worth it.,Guest,John D.,Telecom,Device Upgrade,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-04-29T18:35:49.703082,2026-04-29,Android App,Desktop,Positive,Renewal,Premium,13,False,en,3304.8,telecom;positive
eef232e6-5c01-4c42-96c6-d4e14bacfff5,Terrible app interface. The Credit Card is a complete waste of money.,Anonymous,Eve K.,Banking,Credit Card,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-05-14T09:55:49.703082,2026-05-14,Email,Mobile,Negative,One-time,Standard,36,True,en,2321.16,banking;negative
32211a06-ab11-4e35-9603-97ea0d660a82,I absolutely love the Billing System. The UI/UX is fantastic and highly recommended!,Guest,Diana P.,SaaS,Billing System,4,"New York, NY, USA",New York,NY,USA,2026-02-05T21:36:49.703082,2026-02-05,In-Store Kiosk,Mobile,Positive,One-time,VIP,29,False,en,4026.45,saas;positive
0d36e118-1bf4-40d5-b598-5b654d238226,Great experience with Device Upgrade. The billing made it totally worth it.,Anonymous,Alice S.,Telecom,Device Upgrade,5,"London, ENG, UK",London,ENG,UK,2026-04-11T03:44:49.703082,2026-04-11,Web,Desktop,Positive,One-time,VIP,22,True,en,3181.02,telecom;positive
9313490f-6943-4d6e-a4e5-43e2b444381f,The Fiber Internet is buggy. The coverage never works right. I want a refund.,Guest,Bob M.,Telecom,Fiber Internet,2,"Austin, TX, USA",Austin,TX,USA,2026-02-15T21:05:49.703082,2026-02-15,iOS App,Desktop,Negative,Upgrade,Enterprise,3,True,en,1066.16,telecom;negative
6192a72f-bf08-4f8f-8dcb-33c313601865,Outstanding checkout process! I've been using the Shipping & Delivery for months and couldn't be happier.,Guest,Eve K.,E-commerce,Shipping & Delivery,4,"Austin, TX, USA",Austin,TX,USA,2025-07-17T20:08:49.703082,2025-07-17,iOS App,Tablet,Positive,Subscription,Premium,15,False,en,1388.79,e-commerce;positive
773c6421-fe85-476b-83f2-14d56300193b,I absolutely love the Credit Card. The app interface is fantastic and highly recommended!,Anonymous,Eve K.,Banking,Credit Card,5,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-02-01T23:00:49.703082,2026-02-01,iOS App,Tablet,Positive,Renewal,Premium,21,True,en,4000.47,banking;positive
052d2be3-fd1b-498e-bc7a-ce7dfc3ad6aa,Great experience with Credit Card. The customer service made it totally worth it.,Verified Buyer,Diana P.,Banking,Credit Card,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-03-15T23:57:49.703082,2026-03-15,Email,Tablet,Positive,Subscription,Premium,6,True,en,3727.28,banking;positive
bb96bc81-9803-441d-a883-1126f1ada2e1,The Billing System is buggy. The API documentation never works right. I want a refund.,Verified Buyer,Bob M.,SaaS,Billing System,1,"Toronto, ON, Canada",Toronto,ON,Canada,2025-08-28T23:41:49.703082,2025-08-28,Android App,Desktop,Negative,Subscription,Enterprise,8,False,en,4978.14,saas;negative
d65890bb-8c40-4dbf-8c44-6d7d4b13d8bc,I had a horrible experience with the Fiber Internet. The coverage broke immediately.,Anonymous,Eve K.,Telecom,Fiber Internet,2,"Toronto, ON, Canada",Toronto,ON,Canada,2025-09-20T04:20:49.703082,2025-09-20,Web,Mobile,Negative,Renewal,VIP,44,False,en,4105.22,telecom;negative
9b11b33e-96b6-479f-923e-7b8d7a628033,"Five stars. The CRM Dashboard exceeded my expectations, especially the uptime.",Guest,Grace H.,SaaS,CRM Dashboard,5,"London, ENG, UK",London,ENG,UK,2025-10-23T18:37:49.703082,2025-10-23,Web,Mobile,Positive,Renewal,Standard,4,False,en,89.98,saas;positive
78c0a0fb-ebc1-4fdf-9242-44c5dc3f637e,"I like the Billing System, but the API documentation needs a lot of improvement.",Verified Buyer,Bob M.,SaaS,Billing System,3,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-05-06T00:32:49.703082,2026-05-06,Android App,Tablet,Mixed,Upgrade,VIP,30,False,en,1961.47,saas;mixed
eb1d4330-7925-4046-85a9-0cec8d21e960,Very disappointed in the Credit Card. fraud detection is unacceptable. Fix this ASAP!,Anonymous,Eve K.,Banking,Credit Card,1,"London, ENG, UK",London,ENG,UK,2025-12-07T13:54:49.703082,2025-12-07,In-Store Kiosk,Mobile,Negative,One-time,VIP,37,False,en,2302.65,banking;negative
4b8f987d-f9cf-48ab-b18e-729de38f4fbc,The Mobile App is buggy. The customer service never works right. I want a refund.,Guest,Bob M.,Banking,Mobile App,2,"New York, NY, USA",New York,NY,USA,2025-06-02T14:02:49.703082,2025-06-02,iOS App,Mobile,Negative,Upgrade,Enterprise,26,False,en,1059.77,banking;negative
2dc1b1c2-4f65-4bfa-925d-afc8431a6f23,"I like the Device Upgrade, but the connection speed needs a lot of improvement.",Verified Buyer,Eve K.,Telecom,Device Upgrade,3,"Austin, TX, USA",Austin,TX,USA,2026-03-27T10:33:49.703082,2026-03-27,Email,Mobile,Mixed,One-time,Enterprise,41,False,en,3218.59,telecom;mixed
48b40ed0-34bb-41ff-8eef-f4f2e474f6a9,Terrible shipping speed. The Home Goods is a complete waste of money.,Guest,Frank T.,E-commerce,Home Goods,2,"London, ENG, UK",London,ENG,UK,2026-05-14T21:14:49.703082,2026-05-14,Android App,Tablet,Negative,Subscription,Enterprise,36,True,en,445.86,e-commerce;negative
